Month,AdjSales,AvgSales,SalesStCt,SalesBase,SalesBaseChg,CompSales,PrevCompSales,CompSalesChg,AdjTrans,AvgTrans,TransStCt,TransBase,TransBaseChg,CompTrans,PrevCompTrans,CompTransChg,AvgCheck,CheckChg,SalesTDAdj,SalesSeasAdj,TransTDAdj,TransSeasAdj,AnltCompSales,PrevAnltCompSales,AnltCompSalesChg,AnltCompTrans,PrevAnltCompTrans,AnltCompTransChg,AnltCompCheckChg
1/1/2010,181887.4507,163164.4743,4113,182589.0285,-0.003842388,667308705,673346365,-0.008966648,35090.814,31373.5844,4113,35210.05361,-0.003386522,128351739,127561403,0.00619573,5.200695968,-0.015069015,1.010202382,0.897062847,0.997740427,0.894068299,663341715,670391680,-0.010516188,127604459,126996643,0.004786079,-0.015229378
2/1/2010,186832.4296,165714.9695,4109,183514.683,0.018078916,677864336,677352562,0.00075555,35598.23263,30910.4894,4109,35454.4545,0.004055291,126417641,126944442,-0.004149855,5.361124095,0.004925847,1,0.886971121,1,0.868315282,674602902,674736553,-0.000198079,125826489,126453137,-0.004955575,0.00478119
3/1/2010,190839.3094,191438.3525,4118,184472.8895,0.034511412,783166362,751660017,0.041915686,36918.52234,37052.4757,4118,35704.05449,0.034014844,151589848,143174925,0.05877372,5.166681818,-0.015922226,0.989721496,1.003138992,0.998242311,1.003628351,778806878,747690301,0.041616933,150776231,142441297,0.05851487,-0.015963817
4/1/2010,189607.5609,188862.6147,4119,185456.1096,0.022385088,772146135,744515897,0.037111683,36942.91679,37155.9762,4119,35950.77673,0.02759718,151954173,143461900,0.059195319,5.082967371,-0.020849447,1.00614851,0.996071116,1.006950774,1.00576726,766614718,739113091,0.037208957,150909193,142443282,0.059433558,-0.020977815
5/1/2010,190852.8583,197901.8009,4110,186385.5957,0.023967853,808188915,784715875,0.029912788,36719.1826,38500.4922,4110,36172.55704,0.015111609,157317454,150562089,0.044867636,5.140240802,-0.014312672,0.991823735,1.036933912,0.993306489,1.04851169,800231175,776808319,0.030152684,155819965,149081124,0.04520251,-0.014398957
6/1/2010,189456.6078,196636.6306,4110,187196.1468,0.012075361,801720115,772284229,0.038115353,37013.97264,38538.6802,4110,36358.62427,0.018024565,157200406,148234442,0.060485025,5.10231874,-0.021093813,0.99636228,1.03789798,1.000179333,1.041192756,794480507,764359517,0.039406836,155832026,146744311,0.061928908,-0.021208644
7/1/2010,193347.7097,210456.2119,4109,187838.2121,0.02933108,859025198,813175409,0.056383639,37754.77509,40437.935,4109,36496.68442,0.034471369,165137848,152837357,0.080480919,5.204425297,-0.022302365,1.011209819,1.088485673,1.007169345,1.071068094,850049545,804814512,0.056205538,163464310,151272342,0.080596148,-0.022571438
8/1/2010,195033.529,205326.8074,4109,188305.4863,0.035729403,837966084,800838519,0.046360863,37987.60127,40417.8841,4109,36585.30675,0.038329446,164969089,151982510,0.085447852,5.080097877,-0.036010011,0.98979844,1.052776969,0.993486346,1.063975685,827617773,791080114,0.046187053,163005436,150137764,0.085705766,-0.0363991
9/1/2010,194769.7143,190221.4224,4126,188618.8362,0.032610095,778117769,736548115,0.056438477,37550.91156,37967.7775,4126,36626.70273,0.025233198,155362538,144971962,0.071673004,5.010075251,-0.014215648,0.996301132,0.976647848,1.002009197,1.011101353,770871822,730167127,0.055747093,153981015,143736264,0.071274644,-0.014494463
10/1/2010,191873.9612,203539.9273,4131,188897.6085,0.015756434,834385982,790692534,0.05525972,37282.38273,39561.0612,4131,36640.77864,0.017510657,162199664,151562775,0.070181408,5.144956201,-0.013943139,1.011036582,1.060800152,1.001509813,1.061119443,826006914,784251130,0.053242874,160643882,150360554,0.068391129,-0.014178567
11/1/2010,191112.6294,181749.2706,4135,189231.3528,0.009941675,746276797,716365504,0.041754234,37057.62921,35454.7569,4135,36661.24312,0.010812129,145652476,137688526,0.057840332,5.126230899,-0.015206546,0.991851575,0.95100607,0.999860102,0.956746496,742937187,713503454,0.041252404,145023623,137156130,0.057361585,-0.015235262
12/1/2010,185602.1631,184260.0408,4088,189590.8908,-0.021038604,756103991,744322646,0.015828277,36059.88663,34614.2436,4088,36679.06057,-0.016880856,142261984,138156780,0.029714097,5.323243309,-0.013485122,1.007760312,0.992768822,1.005322482,0.95990994,752089960,739294403,0.017307796,141506980,137262815,0.030919991,-0.013203929
1/1/2011,189180.6343,167895.5034,4090,190106.9211,-0.004872452,686921827,670513962,0.024470579,36335.86479,32419.6481,4090,36716.11917,-0.010356606,132718229,128868365,0.029874392,5.178819417,-0.00524706,0.996700189,0.887487792,0.993207749,0.892221729,683973039,666771395,0.025798413,132163894,128191839,0.030985241,-0.005030943
2/1/2011,191172.4914,169947.1816,4118,190845.3623,0.001714105,695473470,680338051,0.022246909,36830.32564,32052.3479,4118,36789.18281,0.001118341,131202765,126809899,0.034641349,5.302175732,-0.011979455,1,0.888972992,1,0.870270554,692608407,676883100,0.023231939,130677835,126215038,0.035358679,-0.011712598
3/1/2011,194664.2724,197313.9859,4125,191771.3964,0.015085023,808283836,786127382,0.028184305,37683.93067,37970.392,4125,36897.28635,0.021319842,155615925,152082187,0.023235713,5.196522226,0.004836219,0.99721569,1.01361171,0.999815229,1.007601684,802430744,780879095,0.027599214,154542476,151107656,0.022730946,0.004760067
4/1/2011,193559.7633,194841.7314,4108,192852.2533,0.003668663,798307927,775706878,0.029136069,37136.49513,37449.6027,4108,37018.18134,0.003196099,153487149,152549561,0.006146121,5.202771653,0.022849512,1.014712157,1.006623113,1.007877519,1.008431263,791405347,769733306,0.02815526,152239596,151457631,0.005162929,0.022874232
5/1/2011,196117.7649,202838.6232,4112,194121.4556,0.010283816,830296137,812129683,0.022368908,37898.90637,39735.0685,4112,37170.10076,0.019607308,162725611,157949603,0.030237544,5.104775971,-0.007637691,0.986847579,1.034269503,0.990991473,1.048448948,821548870,803580169,0.022360807,161061871,156318269,0.030345794,-0.007749813
6/1/2011,201123.1258,209772.5795,4129,195525.3436,0.028629446,859084548,806479698,0.065227742,38501.07534,40232.5868,4129,37343.60385,0.030995174,164896931,158006108,0.043611118,5.213996815,0.020713295,0.999301224,1.043005764,1.001919672,1.044973068,848989247,797643864,0.064371313,163040718,156328679,0.04293543,0.020553414
7/1/2011,201231.1098,218701.0186,4133,196886.299,0.022067614,895499628,863840845,0.036648861,38442.23088,40979.7926,4133,37515.16241,0.024711834,167940286,165930534,0.012112008,5.336801495,0.024243219,1.007496911,1.086815149,1.000499631,1.066009741,885024675,853918435,0.036427648,166005378,164044339,0.011954323,0.024184219
8/1/2011,202209.7171,212815.3782,4055,198259.1989,0.019926027,869795196,843019471,0.031761692,38351.25592,41061.922,4055,37693.2945,0.017455662,167954895,165897428,0.012402043,5.182791442,0.019122492,0.989626456,1.05244882,0.99911964,1.070679982,859528445,832427579,0.032556425,165981492,163835774,0.013096761,0.0192081
9/1/2011,201641.0269,199230.9182,4122,199476.4723,0.010851177,814425675,782696181,0.040538711,38314.19063,38998.3018,4121,37847.55583,0.012329324,159445098,156151925,0.021089545,5.109947202,0.019047464,1.006850709,0.988047528,1.007437136,1.017855295,805748829,771394418,0.044535467,157781990,153958648,0.024833564,0.01922449
10/1/2011,202625.2091,213465.7701,4089,200590.8303,0.010141933,871219147,839410282,0.0378943,38588.46598,40726.8407,4089,37980.45642,0.016008485,166229117,163032538,0.019607,5.241402622,0.017935636,1.003108195,1.053500555,0.995143766,1.055414867,863033781,825670959,0.045251467,164709757,160436844,0.026632991,0.018135474
11/1/2011,203333.0857,193713.1319,4109,201500.4374,0.009095009,796294180,751996259,0.058907103,38440.21535,36852.7049,4108,38083.35363,0.009370543,151440683,146595840,0.03304898,5.257695118,0.025030878,0.993355897,0.952688694,1.001735941,0.958701833,792291606,744822992,0.063731403,150718302,145230055,0.037790022,0.024996753
12/1/2011,204642.3197,202419.9147,4130,202413.6242,0.0110106,832633411,760730651,0.094518027,38919.35555,37384.0443,4129,38184.68327,0.019239973,153827897,142972992,0.075922766,5.41591854,0.017283081,1.004429533,0.989140052,1.006356559,0.960551473,829025587,755972879,0.096634033,153186530,142056699,0.078347808,0.016957631
1/1/2012,206811.5422,181937.9305,4146,203041.128,0.018569707,746731448,690882412,0.080837253,39257.34451,34969.703,4145,38236.44731,0.026699583,143549636,133354327,0.07645278,5.203985399,0.004073075,0.987741167,0.879728126,0.991141982,0.890781163,742668215,686281724,0.082162309,142786772,132434424,0.078169615,0.003703215
2/1/2012,206939.7002,190095.8742,4127,203503.5365,0.016885032,775684931,698923228,0.109828519,39154.47323,35276.8061,4127,38264.68674,0.023253463,143994800,131705352,0.093310164,5.388692883,0.015108572,1.034035102,0.918605149,1.03630175,0.900964901,771613937,694362759,0.111254783,143276259,130825236,0.095172945,0.014684291
